date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:09:23	50714/50714	---M--	200	added ('OK')	image/gif	etag:%22132dd80-c61a-50ae1c8b863c0%22	http://www.abbottgageinc.com/image/mitutoyo_sale_ani.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/image/mitutoyo_sale_ani.gif	(from http://www.abbottgageinc.com/)
19:09:27	21053/21053	---M--	200	added ('OK')	image/png	etag:%222702091-523d-625dcd4835e92%22	http://www.abbottgageinc.com/images/PRI_Certification.png	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/PRI_Certification.png	(from http://www.abbottgageinc.com/)
19:09:28	3607/3607	---M--	200	added ('OK')	image/gif	etag:%22132e0f0-e17-50ae1cbc29680%22	http://www.abbottgageinc.com/logoimages/snapon.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/snapon.gif	(from http://www.abbottgageinc.com/)
19:09:29	3266/3266	---M--	200	added ('OK')	image/gif	etag:%22132dde4-cc2-50ae1cb670900%22	http://www.abbottgageinc.com/logoimages/hioki.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/hioki.gif	(from http://www.abbottgageinc.com/)
19:09:29	1435/1435	---M--	200	added ('OK')	image/gif	etag:%22132e066-59b-50ae1cb2a0000%22	http://www.abbottgageinc.com/logoimages/ashcroft.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/ashcroft.gif	(from http://www.abbottgageinc.com/)
19:09:30	3078/3078	---M--	200	added ('OK')	image/gif	etag:%22132e034-c06-50ae1cb57c6c0%22	http://www.abbottgageinc.com/logoimages/hedland.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/hedland.gif	(from http://www.abbottgageinc.com/)
19:09:31	6291/6291	---M--	200	added ('OK')	image/gif	etag:%22132dda7-1893-50ae1cbd1d8c0%22	http://www.abbottgageinc.com/logoimages/starrett.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/starrett.gif	(from http://www.abbottgageinc.com/)
19:09:32	2690/2690	---M--	200	added ('OK')	image/gif	etag:%22132e086-a82-5df3cc550ec40%22	http://www.abbottgageinc.com/logoimages/williams.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/williams.gif	(from http://www.abbottgageinc.com/)
19:09:33	5058/5058	---M--	200	added ('OK')	image/gif	etag:%22132e0e0-13c2-50ae1cb57c6c0%22	http://www.abbottgageinc.com/logoimages/gagemaker.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/gagemaker.gif	(from http://www.abbottgageinc.com/)
19:09:34	5179/5179	---M--	200	added ('OK')	image/gif	etag:%22132ddbd-143b-50ae1cb488480%22	http://www.abbottgageinc.com/logoimages/cditorque.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/cditorque.gif	(from http://www.abbottgageinc.com/)
19:09:35	5410/5410	---M--	200	added ('OK')	image/gif	etag:%22132ddeb-1522-50ae1cb2a0000%22	http://www.abbottgageinc.com/logoimages/ames.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/ames.gif	(from http://www.abbottgageinc.com/)
19:09:36	6124/6124	---M--	200	added ('OK')	image/gif	etag:%22132dde7-17ec-50ae1cba41200%22	http://www.abbottgageinc.com/logoimages/mit.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/mit.gif	(from http://www.abbottgageinc.com/)
19:09:37	2625/2625	---M--	200	added ('OK')	image/gif	etag:%22132dd33-a41-50ae1c8108b00%22	http://www.abbottgageinc.com/image/flash_repair.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/image/flash_repair.gif	(from http://www.abbottgageinc.com/)
19:09:38	2281/2281	---M--	200	added ('OK')	image/gif	etag:%22132dff9-8e9-50ae1cb394240%22	http://www.abbottgageinc.com/logoimages/brownsharpe.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/brownsharpe.gif	(from http://www.abbottgageinc.com/)
19:09:38	4205/4205	---M--	200	added ('OK')	image/gif	etag:%22132e106-106d-50ae1c7f20680%22	http://www.abbottgageinc.com/image/flash_caliper_repair.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/image/flash_caliper_repair.gif	(from http://www.abbottgageinc.com/)
19:09:40	5871/5871	---M--	200	added ('OK')	image/gif	etag:%22132dda0-16ef-50ae1cb488480%22	http://www.abbottgageinc.com/logoimages/fowler.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/fowler.gif	(from http://www.abbottgageinc.com/)
19:09:40	3607/3607	---M--	200	added ('OK')	image/gif	etag:%22132e026-e17-50ae1cba41200%22	http://www.abbottgageinc.com/logoimages/meyergage.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/logoimages/meyergage.gif	(from http://www.abbottgageinc.com/)
19:09:42	7908/7908	---M--	200	added ('OK')	image/gif	etag:%22132e0de-1ee4-50ae1c7b4fd80%22	http://www.abbottgageinc.com/image/creditcards_2.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/image/creditcards_2.gif	(from http://www.abbottgageinc.com/)
19:09:43	7414/7414	---M--	200	added ('OK')	image/gif	etag:%22132dd6a-1cf6-50ae1c6d01bc0%22	http://www.abbottgageinc.com/image/abbott_gage_calipers.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/image/abbott_gage_calipers.gif	(from http://www.abbottgageinc.com/)
19:09:44	642/642	---M--	200	added ('OK')	image/jpeg	etag:%22132dd93-282-50ae1ca916980%22	http://www.abbottgageinc.com/images/bg.jpg	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/bg.jpg	(from http://www.abbottgageinc.com/agi_style.css)
19:09:54	59842/59842	---M--	200	added ('OK')	image/jpeg	etag:%22132e102-e9c2-50ae1c9da4e80%22	http://www.abbottgageinc.com/images/abbott-gage-inc-header.jpg	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/abbott-gage-inc-header.jpg	(from http://www.abbottgageinc.com/agi_style.css)
19:09:54	579/579	---M--	200	added ('OK')	image/jpeg	etag:%22132e0fd-243-50ae1caa0abc0%22	http://www.abbottgageinc.com/images/bg_body.jpg	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/bg_body.jpg	(from http://www.abbottgageinc.com/agi_style.css)
19:09:55	4394/4394	---M--	200	added ('OK')	image/jpeg	etag:%22132ddb1-112a-50ae1cace7280%22	http://www.abbottgageinc.com/images/under_nav.jpg	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/under_nav.jpg	(from http://www.abbottgageinc.com/agi_style.css)
19:09:55	851/851	---M--	200	added ('OK')	image/jpeg	etag:%22132df15-353-50ae1cabf3040%22	http://www.abbottgageinc.com/images/side_fade.jpg	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/side_fade.jpg	(from http://www.abbottgageinc.com/agi_style.css)
19:09:58	14750/14750	---M--	200	added ('OK')	image/jpeg	etag:%22132dfde-399e-50ae1c88a9d00%22	http://www.abbottgageinc.com/image/micrometer_surface-plate_height-gage.jpg	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/image/micrometer_surface-plate_height-gage.jpg	(from http://www.abbottgageinc.com/laboratory.htm)
19:09:59	272971/272971	---M--	200	added ('OK')	application/pdf	etag:%2226ed8b8-42a4b-641fb14802733%22	http://www.abbottgageinc.com/documents/woman_owned_small_business_2026.pdf	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/documents/woman_owned_small_business_2026.pdf	(from http://www.abbottgageinc.com/)
19:10:04	303223/303223	---M--	200	added ('OK')	application/pdf	etag:%2226ed9ca-4a077-64342521bec36%22	http://www.abbottgageinc.com/documents/AbbottGage_ISO_PRI_2025.pdf	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/documents/AbbottGage_ISO_PRI_2025.pdf	(from http://www.abbottgageinc.com/)
19:10:07	80819/80819	---M--	200	added ('OK')	image/gif	etag:%22132ddac-13bb3-50ae1ca916980%22	http://www.abbottgageinc.com/images/abbott_gage_location.gif	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/images/abbott_gage_location.gif	(from http://www.abbottgageinc.com/location.htm)
19:11:05	1803974/1803974	---M--	200	added ('OK')	application/pdf	etag:%2226ed8bd-1b86c6-641fb1524f775%22	http://www.abbottgageinc.com/documents/womens_business_enterprise_2026.pdf	C:/WebSites/AbbotGageInc/AbbotGageInc/www.abbottgageinc.com/documents/womens_business_enterprise_2026.pdf	(from http://www.abbottgageinc.com/)
